Date,Open,High,Low,Close,Volume
15-Aug-17,113.68,114.43,113.50,114.18,1985838
14-Aug-17,112.18,113.79,112.09,113.69,2424918
11-Aug-17,111.49,112.48,111.29,111.44,2077867
10-Aug-17,111.54,111.82,110.89,110.92,2058232
9-Aug-17,111.97,112.50,111.72,112.41,1888701
8-Aug-17,113.00,113.20,111.80,111.89,2809476
7-Aug-17,112.00,112.03,111.42,111.86,1696021
4-Aug-17,111.62,112.09,111.12,112.05,2185439
3-Aug-17,110.97,111.78,110.83,111.52,2515286
2-Aug-17,109.87,111.45,109.85,111.26,2256116
1-Aug-17,110.80,110.80,109.65,110.17,2663456
31-Jul-17,-,111.00,-,110.29,3564234
28-Jul-17,108.38,109.91,107.93,109.66,4274849
27-Jul-17,111.00,111.00,106.98,107.79,7446537
26-Jul-17,113.54,113.64,112.18,112.29,2978405
25-Jul-17,112.83,113.76,112.42,113.22,2219359
24-Jul-17,112.48,112.58,111.98,112.15,2296092
21-Jul-17,112.35,113.10,112.15,112.68,1772938
20-Jul-17,113.21,113.21,112.43,112.58,2237064
19-Jul-17,111.72,112.99,111.26,112.99,2541764
18-Jul-17,111.96,112.15,111.53,111.83,2142605
17-Jul-17,111.88,112.26,111.38,112.03,2615164
14-Jul-17,111.03,112.61,110.85,112.41,3275699
13-Jul-17,110.42,111.58,110.18,111.16,2285933
12-Jul-17,110.63,111.11,110.14,110.57,2195960
11-Jul-17,110.25,110.37,109.56,110.07,1785892
10-Jul-17,110.09,110.59,109.79,110.21,1698733
7-Jul-17,109.44,110.62,109.16,110.36,1742740
6-Jul-17,110.11,110.35,109.09,109.24,1637242
5-Jul-17,110.57,111.15,110.24,110.52,1628693
3-Jul-17,110.90,111.63,110.58,110.61,1288219
30-Jun-17,110.21,111.01,109.75,110.59,2178072
29-Jun-17,109.72,110.24,109.42,109.78,2208755
28-Jun-17,110.39,110.88,109.60,110.08,2996373
27-Jun-17,110.72,111.44,109.67,109.67,2154588
26-Jun-17,110.66,111.55,110.51,111.01,2199684
23-Jun-17,109.22,111.30,108.96,110.27,4352130
22-Jun-17,108.76,109.55,108.68,109.07,1613613
21-Jun-17,109.82,109.86,108.87,109.19,2796937
20-Jun-17,110.85,110.87,109.58,109.61,2081024
19-Jun-17,110.79,111.18,110.22,110.87,2150895
16-Jun-17,110.56,111.08,110.03,110.59,4107588
15-Jun-17,108.82,110.33,108.82,110.26,2311641
14-Jun-17,109.93,110.23,109.06,109.39,2434292
13-Jun-17,109.06,109.99,108.95,109.85,2507270
12-Jun-17,107.29,108.95,107.20,108.94,3338155
9-Jun-17,106.51,107.06,105.93,107.03,2834213
8-Jun-17,106.64,107.18,106.22,106.75,2322051
7-Jun-17,107.41,107.48,106.28,106.68,2442255
6-Jun-17,107.83,107.94,107.35,107.43,2593850
5-Jun-17,107.49,108.48,107.25,107.95,2619892
2-Jun-17,107.74,108.88,106.97,107.67,4182767
1-Jun-17,106.49,108.10,105.70,107.66,4832320
31-May-17,107.10,107.19,105.33,105.97,5007276
30-May-17,105.51,107.41,105.27,106.81,2400826
26-May-17,105.81,106.09,105.53,105.87,1825963
25-May-17,105.18,105.99,105.03,105.94,2391811
24-May-17,103.82,104.81,103.73,104.72,1896817
23-May-17,103.67,104.32,103.39,104.20,2099601
22-May-17,103.35,104.04,103.10,103.78,1916008
19-May-17,103.24,103.89,103.01,103.42,2361194
18-May-17,102.94,103.64,102.12,103.19,2890778
17-May-17,103.74,104.14,102.78,102.87,3073138
16-May-17,105.29,105.36,103.92,104.50,2458332
15-May-17,104.55,105.48,104.22,105.29,2592902
12-May-17,103.80,104.31,103.65,104.13,2052281
11-May-17,104.13,104.25,102.98,104.15,3076737
10-May-17,106.07,106.13,104.77,105.10,3713127
9-May-17,107.56,107.66,106.09,106.51,2336460
8-May-17,107.36,107.59,106.73,107.52,2508577
5-May-17,107.32,107.56,107.02,107.43,2221532
4-May-17,107.41,107.83,106.60,107.05,1744255
3-May-17,106.89,107.47,106.59,107.35,1908972
2-May-17,106.61,107.12,106.56,106.92,1908751
1-May-17,107.42,107.42,106.51,106.54,1976616
28-Apr-17,109.00,109.30,107.08,107.46,3111976
27-Apr-17,107.80,109.28,105.58,108.83,4672779
26-Apr-17,107.23,108.59,106.96,107.62,4565640
25-Apr-17,107.09,107.82,107.08,107.36,2626141
24-Apr-17,106.75,107.23,106.28,106.97,2441542
21-Apr-17,105.71,106.13,105.45,105.77,3040578
20-Apr-17,104.75,105.74,104.57,105.53,2424747
19-Apr-17,104.58,105.09,104.33,104.46,2047085
18-Apr-17,104.52,104.74,103.56,104.10,3042310
17-Apr-17,104.06,104.87,103.92,104.87,1723842
13-Apr-17,104.18,104.56,103.70,103.74,2840947
12-Apr-17,105.06,105.34,104.18,104.23,3035960
11-Apr-17,106.15,106.16,105.23,105.75,3029394
10-Apr-17,105.45,106.88,105.37,106.42,3687682
7-Apr-17,106.31,106.60,104.91,104.99,3212232
6-Apr-17,106.77,106.94,106.51,106.67,2824589
5-Apr-17,106.94,107.78,106.54,106.74,2622852
4-Apr-17,106.30,106.70,105.70,106.63,2138746
3-Apr-17,107.66,107.73,106.08,106.40,2645891
31-Mar-17,106.48,107.70,106.48,107.30,2478107
30-Mar-17,105.81,106.84,105.35,106.66,1721627
29-Mar-17,105.65,106.35,105.46,106.03,1889305
28-Mar-17,104.72,106.52,104.50,106.19,3191558
27-Mar-17,104.48,104.98,103.75,104.78,2148455
24-Mar-17,105.69,105.84,104.80,105.05,2526873
23-Mar-17,106.53,106.89,105.37,105.65,2414231
22-Mar-17,106.96,107.17,105.88,106.52,2282185
21-Mar-17,107.50,108.14,106.37,106.51,3088511
20-Mar-17,108.05,108.20,106.93,107.12,2370885
17-Mar-17,107.91,108.97,107.65,108.15,4412150
16-Mar-17,107.80,107.92,107.29,107.80,2409354
15-Mar-17,107.29,108.29,106.85,107.74,3253779
14-Mar-17,107.19,107.42,106.44,106.83,2748905
13-Mar-17,106.53,107.50,106.31,107.49,2644493
10-Mar-17,106.27,106.85,105.75,106.73,2957149
9-Mar-17,106.13,106.24,105.62,105.90,2301041
8-Mar-17,105.64,106.11,105.24,105.73,2269931
7-Mar-17,106.00,106.39,105.51,105.64,2186453
6-Mar-17,105.52,106.37,105.23,106.10,2481871
3-Mar-17,106.13,106.60,105.76,105.93,2732468
2-Mar-17,106.99,106.99,105.86,105.95,2490864
1-Mar-17,106.97,107.38,106.69,106.87,3386203
28-Feb-17,106.68,106.99,105.48,105.76,3794023
27-Feb-17,106.14,106.77,105.75,106.73,2776155
24-Feb-17,104.86,106.19,104.77,106.18,2717389
23-Feb-17,106.00,106.09,104.89,105.09,3976338
22-Feb-17,105.44,106.83,105.24,105.62,5234438
21-Feb-17,106.90,107.87,106.60,107.72,3822504
17-Feb-17,106.96,107.04,106.41,106.90,2918957
16-Feb-17,108.10,108.13,106.66,107.22,5150040
15-Feb-17,108.87,109.17,108.28,109.02,2843007
14-Feb-17,108.68,109.34,107.62,108.99,5878825
13-Feb-17,107.66,108.53,107.53,108.50,3877734
10-Feb-17,106.50,107.50,106.26,107.34,4012807
9-Feb-17,106.21,107.01,106.02,106.46,2415983
8-Feb-17,105.81,106.40,105.51,106.16,3398534
7-Feb-17,106.38,106.49,105.31,105.69,3589511
6-Feb-17,106.62,107.00,105.75,106.06,3444272
3-Feb-17,105.70,107.20,105.32,106.95,4859749
2-Feb-17,105.29,105.70,104.41,105.10,4353420
1-Feb-17,107.79,108.55,103.23,105.35,14684612
31-Jan-17,111.81,111.81,108.68,109.13,12755479
30-Jan-17,117.91,117.92,116.26,117.03,2910274
27-Jan-17,117.00,118.19,116.59,118.09,2284156
26-Jan-17,116.97,117.36,116.54,116.93,1796389
25-Jan-17,116.23,117.13,115.87,116.99,2045040
24-Jan-17,114.60,116.26,114.15,116.05,2157169
23-Jan-17,114.99,115.04,114.14,114.46,1689541
20-Jan-17,114.44,115.00,114.32,114.96,2372903
19-Jan-17,114.97,115.15,114.01,114.27,1847951
18-Jan-17,114.37,115.45,114.02,114.96,2040741
17-Jan-17,113.69,114.11,113.41,114.07,2474702
13-Jan-17,114.20,114.60,114.03,114.24,1788059
12-Jan-17,114.21,114.21,113.30,113.91,1917017
11-Jan-17,113.64,114.47,113.64,114.18,2302714
10-Jan-17,114.63,114.81,113.41,113.92,2892614
9-Jan-17,115.00,115.19,114.50,114.77,1965231
6-Jan-17,115.00,115.66,114.52,115.40,1766993
5-Jan-17,115.00,115.98,114.85,115.17,1856238
4-Jan-17,115.30,115.85,114.96,115.11,1830848
3-Jan-17,115.52,116.07,114.64,115.08,2390713
30-Dec-16,115.24,115.43,114.36,114.64,1733974
29-Dec-16,115.23,115.50,114.53,114.98,1412326
28-Dec-16,116.18,116.28,115.13,115.20,1541748
27-Dec-16,116.30,116.78,116.07,116.13,990827
23-Dec-16,116.32,116.54,115.88,115.97,1229823
22-Dec-16,116.64,116.74,115.79,116.30,1969665
21-Dec-16,117.04,117.42,116.02,116.10,3028350
20-Dec-16,117.19,117.77,117.11,117.52,2074892
19-Dec-16,116.26,117.30,116.06,116.98,2209929
16-Dec-16,117.38,117.53,115.09,115.81,5543339
15-Dec-16,117.21,117.88,116.44,117.28,3045726
14-Dec-16,119.85,119.92,116.93,117.26,4983885
13-Dec-16,120.33,120.43,119.36,120.16,3123446
12-Dec-16,119.41,120.44,119.33,120.13,2760258
9-Dec-16,118.91,119.79,118.44,119.60,3197190
8-Dec-16,119.00,119.27,118.15,118.98,2157804
7-Dec-16,116.27,118.79,116.27,118.62,2539285
6-Dec-16,116.50,116.72,116.03,116.54,1755431
5-Dec-16,116.91,116.95,116.36,116.56,2310045
2-Dec-16,116.69,117.01,116.00,116.35,2088702
1-Dec-16,116.04,116.76,115.88,116.43,2485151
