Date,Open,High,Low,Close,Volume
12-Apr-17,63.77,64.00,63.50,63.92,1549193
11-Apr-17,63.84,64.02,63.45,63.93,2524360
10-Apr-17,63.89,64.26,62.38,63.89,2386227
7-Apr-17,63.27,64.14,63.14,63.58,2507405
6-Apr-17,62.35,63.33,62.22,63.24,6159983
5-Apr-17,63.76,64.00,63.38,63.50,2958458
4-Apr-17,63.32,63.94,63.26,63.68,2605265
3-Apr-17,64.20,64.32,62.97,63.55,4087809
31-Mar-17,64.95,65.35,64.18,64.59,4431770
30-Mar-17,64.75,65.21,64.29,65.13,2954193
29-Mar-17,64.39,65.08,63.97,64.74,3681697
28-Mar-17,64.00,64.42,63.64,64.23,3404197
27-Mar-17,63.92,64.28,63.65,64.22,2595963
24-Mar-17,63.54,64.76,63.26,64.17,4322745
23-Mar-17,63.14,63.70,62.89,63.12,2169075
22-Mar-17,62.68,63.58,62.49,63.27,4034534
21-Mar-17,62.98,63.43,62.34,62.47,3416426
20-Mar-17,63.39,63.55,62.75,63.11,2092661
17-Mar-17,62.99,63.79,62.65,63.50,4563006
16-Mar-17,63.09,63.19,62.07,62.39,2882741
15-Mar-17,61.61,63.08,61.44,62.99,5470720
14-Mar-17,61.80,62.04,61.14,61.35,2309579
13-Mar-17,61.51,61.98,61.12,61.84,3604188
10-Mar-17,61.58,61.86,60.88,61.48,4446033
9-Mar-17,61.48,61.68,60.83,61.14,6050280
8-Mar-17,61.42,62.20,61.36,61.41,4697206
7-Mar-17,62.53,62.87,61.38,61.63,3738761
6-Mar-17,63.16,63.50,62.51,62.84,3363677
3-Mar-17,62.22,63.61,62.00,63.56,4357562
2-Mar-17,62.20,62.86,61.67,62.54,3688096
1-Mar-17,62.66,62.97,62.18,62.34,3777302
28-Feb-17,62.25,62.89,61.70,62.53,4297878
27-Feb-17,61.31,62.18,60.79,62.17,6179957
24-Feb-17,62.10,62.58,61.72,62.21,4570798
23-Feb-17,63.22,63.35,61.95,62.07,5342185
22-Feb-17,63.27,63.47,62.62,63.08,2655124
21-Feb-17,63.41,63.61,62.33,63.20,5579085
17-Feb-17,60.54,65.41,59.89,63.92,13430310
16-Feb-17,61.19,61.40,60.32,60.61,3852075
15-Feb-17,61.47,61.80,60.72,61.30,9362416
14-Feb-17,61.24,62.84,59.51,61.60,17976424
13-Feb-17,60.59,61.00,60.03,60.90,11670065
10-Feb-17,62.16,62.54,61.40,62.39,3829662
9-Feb-17,61.71,62.42,61.71,62.25,3171467
8-Feb-17,61.50,62.62,61.33,61.89,5555094
7-Feb-17,61.03,62.05,60.61,61.89,3369774
6-Feb-17,61.13,61.38,60.89,60.96,3762045
3-Feb-17,61.25,61.71,60.81,61.36,5141014
2-Feb-17,62.89,62.96,60.42,61.15,6004409
1-Feb-17,62.26,63.65,62.24,63.26,8937496
31-Jan-17,61.25,62.62,61.19,62.27,4502211
30-Jan-17,61.91,62.08,60.59,61.13,5359778
27-Jan-17,63.68,63.68,61.68,62.42,6294873
26-Jan-17,61.11,63.64,61.10,63.37,12440292
25-Jan-17,60.20,60.99,59.84,60.74,4003285
24-Jan-17,60.01,60.57,59.62,60.22,3903013
23-Jan-17,60.77,60.86,60.11,60.24,3560521
20-Jan-17,60.54,60.73,59.51,59.62,3911818
19-Jan-17,58.52,60.64,58.44,60.07,6036421
18-Jan-17,57.54,58.85,57.39,58.66,5317671
17-Jan-17,57.25,58.14,56.89,57.05,4115157
13-Jan-17,57.25,57.85,56.69,57.19,1973738
12-Jan-17,57.40,57.50,56.57,57.15,2286344
11-Jan-17,58.54,58.94,57.28,57.46,4718211
10-Jan-17,55.72,58.84,55.30,58.74,5458290
9-Jan-17,56.57,56.99,56.27,56.67,3329740
6-Jan-17,57.87,58.14,56.64,56.77,4776635
5-Jan-17,58.77,59.42,57.08,57.61,5427228
4-Jan-17,58.36,59.46,58.04,58.82,5540609
3-Jan-17,58.10,58.91,57.75,58.32,3004143
30-Dec-16,57.86,58.01,57.08,57.51,2119966
29-Dec-16,58.07,58.69,57.96,58.05,1671921
28-Dec-16,58.43,58.43,57.95,58.00,1392483
27-Dec-16,58.10,58.55,58.03,58.32,1609369
23-Dec-16,57.76,58.31,57.60,58.02,1184187
22-Dec-16,58.42,58.42,57.46,58.08,1103620
21-Dec-16,58.48,58.48,57.72,57.82,1618065
20-Dec-16,57.82,58.30,57.80,58.06,1410350
19-Dec-16,57.23,58.25,57.05,57.80,1926807
16-Dec-16,57.53,57.66,56.62,57.01,3430889
15-Dec-16,56.85,57.75,56.31,57.25,3231897
14-Dec-16,56.75,57.18,56.25,56.55,3298295
13-Dec-16,56.56,57.08,56.43,56.65,3327214
12-Dec-16,56.65,56.80,55.87,56.13,4155715
9-Dec-16,58.58,58.64,56.59,56.74,3406193
8-Dec-16,58.40,59.19,57.98,58.55,4156062
7-Dec-16,56.69,58.47,55.95,58.39,7593989
6-Dec-16,55.02,56.69,54.52,55.99,7616299
5-Dec-16,54.60,55.20,54.55,55.02,1999547
2-Dec-16,54.62,54.82,53.83,54.44,3087884
1-Dec-16,54.11,54.53,53.78,54.26,4414072
